100         0.0810495   0.11694     0.104324
1000        0.097644    0.130594    0.126054
10000       0.193761    0.200243    0.214746
100000      0.71303     0.85856     0.861395
1000000     5.23335     6.7509      6.93195
10000000    33.1381     43.7493     43.85
100000000   323.275     436.915     443.901
