100         0.0023118   0.0116892   0.0118023
1000        0.00543485  0.0163426   0.0151782
10000       0.0359966   0.0862655   0.088723
100000      0.326076    0.83217     0.820035
1000000     3.35108     6.98965     6.5146
10000000    32.6231     74.4825     68.7445
100000000   326.332     739.315     702.69
