100         104.144     79.612      83.186
1000        105.172     77.942      84.0395
10000       106.097     83.193      84.4415
100000      111.781     83.279      84.667
1000000     130.343     109.061     112.31
10000000    401.865     404.61      406.853
100000000   3670.4      3743.84     3744.15
