100         0.068691    0.085455    0.0777175
1000        0.069664    0.0658835   0.081764
10000       0.095788    0.122691    0.132427
100000      0.492999    0.73112     0.723755
1000000     3.65768     5.73235     5.6437
10000000    30.0932     51.222      48.8122
100000000   306.228     531.945     503.64
